opportunity_id,bd_rep_id,sales_rep_id,created_date,closed_date,outcome,current_stage,days_in_current_stage,deal_value
OPP_0606,BD_002,SR_013,2023-01-10,,Open,Proposal,89,53362.44
OPP_0607,BD_012,SR_021,2024-09-11,2025-03-04,Closed Lost,Closed Lost,22,13383.05
OPP_0608,BD_002,SR_021,2024-07-17,2024-08-29,Closed Lost,Closed Lost,5,93153.17
OPP_0609,BD_015,SR_016,2024-03-13,2024-08-01,Closed Won,Closed Won,4,26034.58
OPP_0610,BD_015,SR_002,2024-07-26,,Open,Negotiation,1,35434.33
OPP_0611,BD_009,SR_001,2024-06-11,,Open,Qualification,51,59034.77
OPP_0612,BD_009,SR_013,2024-02-09,2024-03-20,Closed Won,Closed Won,12,42520.02
OPP_0613,BD_003,SR_023,2023-12-28,2024-02-13,Closed Lost,Closed Lost,8,64986.82
OPP_0614,BD_001,SR_003,2024-02-27,,Open,Qualification,11,34508.62
OPP_0615,BD_008,SR_018,2023-11-13,2024-01-21,Closed Won,Closed Won,29,174086.86
OPP_0616,BD_012,SR_022,2023-05-22,,Open,Proposal,82,23737.78
OPP_0617,BD_011,SR_019,2024-03-09,,Open,Qualification,97,55697.72
OPP_0618,BD_007,SR_013,2024-10-09,2025-02-10,Closed Lost,Closed Lost,26,16937.51
OPP_0619,BD_008,SR_007,2024-06-11,2024-10-20,Closed Won,Closed Won,24,96273.09
OPP_0620,BD_009,SR_019,2023-04-09,2023-07-29,Closed Won,Closed Won,15,20902.72
OPP_0621,BD_018,SR_016,2023-05-09,2023-09-17,Closed Lost,Closed Lost,24,80418.39
OPP_0622,BD_011,SR_011,2023-06-04,,Open,Qualification,20,90667.96
OPP_0623,BD_015,SR_006,2024-01-07,2024-05-23,Closed Won,Closed Won,5,51009.0
OPP_0624,BD_010,SR_021,2024-05-04,2024-07-14,Closed Lost,Closed Lost,15,45079.15
OPP_0625,BD_010,SR_015,2024-09-26,,Open,Proposal,13,27674.74
OPP_0626,BD_013,SR_003,2024-07-25,,Open,Qualification,61,38792.46
OPP_0627,BD_016,SR_005,2024-12-15,2025-05-16,Closed Lost,Closed Lost,2,51519.44
OPP_0628,BD_004,SR_012,2024-12-08,2025-02-18,Closed Won,Closed Won,9,79066.22
OPP_0629,BD_010,SR_001,2023-04-01,,Open,Negotiation,33,57519.78
OPP_0630,BD_013,SR_007,2023-12-28,2024-05-20,Closed Won,Closed Won,1,38666.7
OPP_0631,BD_002,SR_016,2024-04-24,,Open,Negotiation,19,22413.53
OPP_0632,BD_018,SR_006,2024-05-12,2024-10-10,Closed Lost,Closed Lost,4,60487.3
OPP_0633,BD_010,SR_012,2023-10-04,,Open,Qualification,74,73625.02
OPP_0634,BD_018,SR_016,2023-05-09,2023-09-17,Closed Lost,Closed Lost,24,80418.39
OPP_0635,BD_010,SR_017,2023-09-29,,Open,Qualification,42,38317.62
OPP_0636,BD_003,SR_011,2024-08-13,2024-12-16,Closed Lost,Closed Lost,11,29006.63
OPP_0637,BD_001,SR_009,2023-08-03,,Open,Proposal,9,125446.47
OPP_0638,BD_018,SR_003,2024-11-10,2025-01-09,Closed Won,Closed Won,23,63180.6
OPP_0639,BD_003,SR_015,2023-12-12,2024-02-02,Closed Lost,Closed Lost,17,65521.66
OPP_0640,BD_013,SR_015,2024-04-30,2024-09-29,Closed Lost,Closed Lost,18,21151.9
OPP_0641,BD_018,SR_007,2023-12-28,2024-06-08,Closed Won,Closed Won,26,16061.65
OPP_0642,BD_006,SR_016,2023-06-30,2023-08-21,Closed Won,Closed Won,6,266419.79
OPP_0643,BD_018,SR_023,2023-05-01,2023-09-04,Closed Won,Closed Won,19,26332.42
OPP_0644,BD_010,SR_021,2024-05-04,2024-07-14,Closed Lost,Closed Lost,15,45079.15
OPP_0645,BD_018,SR_001,2024-05-17,2024-08-13,Closed Won,Closed Won,1,64348.8
OPP_0646,BD_011,SR_013,2024-05-21,,Open,Proposal,101,47637.17
OPP_0647,BD_015,SR_022,2024-09-19,2025-01-24,Closed Lost,Closed Lost,17,38927.85
OPP_0648,BD_018,SR_020,2023-12-19,2024-04-16,Closed Lost,Closed Lost,23,99218.94
OPP_0649,BD_003,SR_006,2024-05-08,2024-07-03,Closed Won,Closed Won,3,83361.6
OPP_0650,BD_012,SR_006,2023-09-06,2023-11-29,Closed Won,Closed Won,26,12303.81
OPP_0651,BD_009,SR_007,2023-08-11,,Open,Negotiation,61,76913.8
OPP_0652,BD_001,SR_023,2024-10-21,,Open,Qualification,3,30432.09
OPP_0653,BD_017,SR_022,2023-02-26,2023-05-23,Closed Lost,Closed Lost,23,23673.32
OPP_0654,BD_014,SR_017,2023-05-15,2023-10-26,Closed Lost,Closed Lost,10,79183.28
OPP_0655,BD_011,SR_014,2023-10-14,,Open,Negotiation,101,27422.61
OPP_0656,BD_008,SR_003,2023-05-19,2023-10-18,Closed Won,Closed Won,2,16960.17
OPP_0657,BD_003,SR_019,2023-03-13,,Open,Qualification,103,90342.17
OPP_0658,BD_011,SR_015,2023-04-24,,Open,Negotiation,28,75043.85
OPP_0659,BD_006,SR_016,2023-06-30,2023-08-21,Closed Won,Closed Won,6,266419.79
OPP_0660,BD_008,SR_018,2023-11-13,2024-01-21,Closed Won,Closed Won,29,174086.86
OPP_0661,BD_007,SR_021,2024-07-18,,Open,Negotiation,53,43881.89
OPP_0662,BD_004,SR_007,2023-12-01,,Open,Negotiation,106,51997.79
OPP_0663,BD_001,SR_009,2023-08-03,,Open,Proposal,9,125446.47
OPP_0664,BD_016,SR_018,2023-07-25,2023-09-11,Closed Won,Closed Won,17,51996.6
OPP_0665,BD_018,SR_011,2023-11-22,2024-03-14,Closed Lost,Closed Lost,15,91876.24
OPP_0666,BD_002,SR_023,2023-12-29,,Open,Qualification,8,96121.39
OPP_0667,BD_004,SR_013,2023-08-23,2024-02-17,Closed Lost,Closed Lost,29,70347.63
OPP_0668,BD_009,SR_021,2023-10-31,2024-03-16,Closed Won,Closed Won,5,39507.85
OPP_0669,BD_016,SR_014,2023-12-27,,Open,Proposal,62,78442.63
OPP_0670,BD_007,SR_002,2024-11-11,,Open,Qualification,45,18916.93
OPP_0671,BD_002,SR_003,2024-12-15,,Open,Qualification,68,28017.09
OPP_0672,BD_014,SR_023,2024-11-28,2025-01-28,Closed Won,Closed Won,24,21714.08
OPP_0673,BD_014,SR_004,2024-12-28,,Open,Proposal,62,37481.83
OPP_0674,BD_001,SR_023,2024-10-21,,Open,Qualification,3,30432.09
OPP_0675,BD_015,SR_012,2024-12-08,,Open,Qualification,17,34291.99
OPP_0676,BD_012,SR_004,2023-10-18,2024-02-03,Closed Lost,Closed Lost,16,55227.66
OPP_0677,BD_004,SR_020,2023-07-03,,Open,Proposal,70,26995.2
OPP_0678,BD_003,SR_011,2024-08-13,2024-12-16,Closed Lost,Closed Lost,11,29006.63
OPP_0679,BD_015,SR_002,2024-07-26,,Open,Negotiation,1,35434.33
OPP_0680,BD_016,SR_005,2024-12-15,2025-05-16,Closed Lost,Closed Lost,2,51519.44
OPP_0681,BD_018,SR_001,2024-05-17,2024-08-13,Closed Won,Closed Won,1,64348.8
OPP_0682,BD_009,SR_017,2023-11-21,2024-04-10,Closed Won,Closed Won,3,56984.04
OPP_0683,BD_016,SR_002,2024-05-26,2024-07-13,Closed Won,Closed Won,26,42680.44
OPP_0684,BD_007,SR_001,2024-06-29,,Open,Proposal,62,24823.61
OPP_0685,BD_010,SR_004,2024-12-18,2025-03-16,Closed Lost,Closed Lost,23,50444.16
OPP_0686,BD_014,SR_007,2024-10-31,2025-03-20,Closed Lost,Closed Lost,22,75407.67
OPP_0687,BD_005,SR_013,2024-05-10,2024-06-19,Closed Won,Closed Won,24,75839.19
OPP_0688,BD_006,SR_009,2024-01-10,2024-03-30,Closed Won,Closed Won,4,183665.38
OPP_0689,BD_008,SR_023,2024-02-24,2024-08-04,Closed Lost,Closed Lost,23,135654.21
OPP_0690,BD_005,SR_017,2023-01-14,,Open,Proposal,15,21915.77
OPP_0691,BD_006,SR_003,2024-10-25,2025-01-15,Closed Lost,Closed Lost,16,24802.14
OPP_0692,BD_004,SR_020,2023-07-03,,Open,Proposal,70,26995.2
OPP_0693,BD_015,SR_022,2024-09-19,2025-01-24,Closed Lost,Closed Lost,17,38927.85
OPP_0694,BD_001,SR_020,2023-09-18,2023-11-21,Closed Lost,Closed Lost,13,61082.66
OPP_0695,BD_017,SR_021,2024-10-04,2025-02-10,Closed Lost,Closed Lost,6,138683.7
OPP_0696,BD_018,SR_022,2024-08-17,,Open,Negotiation,54,65718.21
OPP_0697,BD_010,SR_021,2024-05-04,2024-07-14,Closed Lost,Closed Lost,15,45079.15
OPP_0698,BD_008,SR_008,2024-07-22,2024-09-20,Closed Won,Closed Won,18,64656.81
OPP_0699,BD_018,SR_009,2024-09-04,,Open,Qualification,102,20550.48
OPP_0700,BD_003,SR_002,2023-12-14,2024-01-23,Closed Won,Closed Won,23,38370.74
OPP_0701,BD_009,SR_009,2024-04-18,2024-08-03,Closed Lost,Closed Lost,13,39401.47
OPP_0702,BD_011,SR_021,2023-11-18,,Open,Proposal,16,75518.98
OPP_0703,BD_009,SR_020,2023-07-03,,Open,Qualification,11,122261.8
OPP_0704,BD_005,SR_017,2023-01-14,,Open,Proposal,15,21915.77
OPP_0705,BD_010,SR_018,2023-05-14,,Open,Negotiation,54,58425.41
OPP_0706,BD_013,SR_006,2023-04-05,,Open,Qualification,96,152978.84
OPP_0707,BD_006,SR_019,2024-12-15,,Open,Qualification,110,125444.02
OPP_0708,BD_002,SR_018,2023-05-24,2023-09-12,Closed Lost,Closed Lost,10,14077.91
OPP_0709,BD_008,SR_007,2024-06-11,2024-10-20,Closed Won,Closed Won,24,96273.09
OPP_0710,BD_005,SR_009,2024-01-05,,Open,Negotiation,39,29621.28
OPP_0711,BD_007,SR_019,2023-05-14,,Open,Negotiation,20,50013.46
OPP_0712,BD_012,SR_014,2024-01-15,,Open,Proposal,59,11295.2
OPP_0713,BD_013,SR_002,2023-04-15,2023-10-03,Closed Lost,Closed Lost,10,48849.79
OPP_0714,BD_006,SR_008,2024-08-27,,Open,Negotiation,71,127702.66
OPP_0715,BD_012,SR_003,2024-08-12,2024-12-23,Closed Won,Closed Won,22,32649.54
OPP_0716,BD_002,SR_005,2023-06-30,,Open,Negotiation,12,22639.27
OPP_0717,BD_003,SR_023,2023-12-28,2024-02-13,Closed Lost,Closed Lost,8,64986.82
OPP_0718,BD_018,SR_004,2023-06-06,,Open,Negotiation,28,26734.82
OPP_0719,BD_009,SR_014,2023-01-16,,Open,Negotiation,53,59838.24
OPP_0720,BD_013,SR_006,2023-04-05,,Open,Qualification,96,152978.84
OPP_0721,BD_007,SR_005,2023-06-09,2023-07-30,Closed Lost,Closed Lost,2,27410.21
OPP_0722,BD_009,SR_022,2023-02-23,,Open,Proposal,70,22610.69
OPP_0723,BD_011,SR_013,2024-05-21,,Open,Proposal,101,47637.17
OPP_0724,BD_003,SR_005,2023-01-26,,Open,Qualification,68,37200.78
OPP_0725,BD_016,SR_005,2024-12-15,2025-05-16,Closed Lost,Closed Lost,2,51519.44
OPP_0726,BD_018,SR_011,2023-11-22,2024-03-14,Closed Lost,Closed Lost,15,91876.24
OPP_0727,BD_004,SR_007,2023-12-01,,Open,Negotiation,106,51997.79
OPP_0728,BD_005,SR_007,2023-07-26,,Open,Negotiation,26,50853.76
OPP_0729,BD_002,SR_006,2024-11-21,,Open,Proposal,7,20267.97
OPP_0730,BD_011,SR_010,2024-03-11,2024-07-14,Closed Lost,Closed Lost,25,208200.08
OPP_0731,BD_005,SR_018,2024-08-23,2024-11-02,Closed Lost,Closed Lost,25,91974.83
OPP_0732,BD_003,SR_023,2023-12-28,2024-02-13,Closed Lost,Closed Lost,8,64986.82
OPP_0733,BD_004,SR_015,2023-06-04,,Open,Negotiation,80,16676.32
OPP_0734,BD_015,SR_009,2024-02-26,,Open,Negotiation,19,45322.41
OPP_0735,BD_001,SR_008,2023-07-03,,Open,Proposal,25,49951.38
OPP_0736,BD_007,SR_011,2024-12-21,,Open,Proposal,70,36353.65
OPP_0737,BD_008,SR_016,2024-06-06,,Open,Negotiation,16,50928.43
OPP_0738,BD_016,SR_006,2023-06-11,,Open,Qualification,61,93087.15
OPP_0739,BD_010,SR_018,2023-05-14,,Open,Negotiation,54,58425.41
OPP_0740,BD_003,SR_015,2023-12-12,2024-02-02,Closed Lost,Closed Lost,17,65521.66
OPP_0741,BD_007,SR_011,2024-12-21,,Open,Proposal,70,36353.65
OPP_0742,BD_011,SR_017,2024-03-05,,Open,Negotiation,6,78603.98
OPP_0743,BD_010,SR_019,2024-07-10,,Open,Proposal,82,64960.07
OPP_0744,BD_010,SR_005,2023-06-14,,Open,Qualification,3,36642.52
OPP_0745,BD_001,SR_005,2024-12-21,2025-01-23,Closed Won,Closed Won,26,25624.53
OPP_0746,BD_011,SR_012,2024-12-27,,Open,Qualification,107,36953.57
OPP_0747,BD_014,SR_013,2024-02-27,,Open,Negotiation,26,17549.67
OPP_0748,BD_015,SR_019,2024-11-12,2024-12-28,Closed Lost,Closed Lost,18,54876.38
OPP_0749,BD_015,SR_019,2024-11-12,2024-12-28,Closed Lost,Closed Lost,18,54876.38
OPP_0750,BD_017,SR_017,2024-12-24,,Open,Qualification,111,22721.5
OPP_0751,BD_006,SR_019,2024-12-15,,Open,Qualification,110,125444.02
OPP_0752,BD_003,SR_009,2023-04-30,2023-06-21,Closed Won,Closed Won,3,129277.65
OPP_0753,BD_017,SR_014,2023-03-30,,Open,Qualification,13,13098.21
OPP_0754,BD_014,SR_010,2023-03-21,2023-06-29,Closed Won,Closed Won,26,42476.65
OPP_0755,BD_005,SR_011,2023-10-05,2024-02-22,Closed Lost,Closed Lost,4,32313.7
OPP_0756,BD_007,SR_007,2023-06-03,2023-08-17,Closed Lost,Closed Lost,27,100975.39
OPP_0757,BD_018,SR_013,2024-04-03,,Open,Negotiation,111,16106.27
OPP_0758,BD_005,SR_020,2023-09-30,2023-12-25,Closed Won,Closed Won,17,27606.43
OPP_0759,BD_008,SR_023,2024-02-24,2024-08-04,Closed Lost,Closed Lost,23,135654.21
OPP_0760,BD_016,SR_020,2024-04-04,2024-05-08,Closed Lost,Closed Lost,28,181200.69
OPP_0761,BD_008,SR_007,2024-06-11,2024-10-20,Closed Won,Closed Won,24,96273.09
OPP_0762,BD_001,SR_002,2024-06-08,2024-09-15,Closed Lost,Closed Lost,17,74443.71
OPP_0763,BD_003,SR_002,2023-12-14,2024-01-23,Closed Won,Closed Won,23,38370.74
OPP_0764,BD_002,SR_001,2024-05-31,,Open,Qualification,81,132266.1
OPP_0765,BD_009,SR_005,2023-10-20,2024-01-16,Closed Lost,Closed Lost,3,119758.43
OPP_0766,BD_001,SR_011,2024-10-12,2025-03-09,Closed Lost,Closed Lost,22,31724.84
OPP_0767,BD_013,SR_020,2024-06-30,,Open,Qualification,33,44380.0
OPP_0768,BD_015,SR_022,2024-09-19,2025-01-24,Closed Lost,Closed Lost,17,38927.85
OPP_0769,BD_014,SR_008,2023-01-01,,Open,Negotiation,117,54355.71
OPP_0770,BD_009,SR_022,2023-02-23,,Open,Proposal,70,22610.69
OPP_0771,BD_007,SR_023,2024-03-21,2024-06-29,Closed Lost,Closed Lost,5,30068.8
OPP_0772,BD_012,SR_009,2023-01-10,,Open,Proposal,5,53469.38
OPP_0773,BD_002,SR_009,2023-08-28,2024-02-10,Closed Lost,Closed Lost,5,64164.72
OPP_0774,BD_006,SR_008,2024-08-27,,Open,Negotiation,71,127702.66
OPP_0775,BD_001,SR_021,2024-08-14,,Open,Negotiation,71,14356.98
OPP_0776,BD_005,SR_005,2024-02-18,2024-06-05,Closed Won,Closed Won,15,119696.89
OPP_0777,BD_008,SR_023,2024-02-24,2024-08-04,Closed Lost,Closed Lost,23,135654.21
OPP_0778,BD_006,SR_007,2024-02-22,,Open,Qualification,119,25100.95
OPP_0779,BD_002,SR_005,2023-06-30,,Open,Negotiation,12,22639.27
OPP_0780,BD_018,SR_020,2023-12-19,2024-04-16,Closed Lost,Closed Lost,23,99218.94
OPP_0781,BD_016,SR_013,2023-11-01,2024-03-18,Closed Lost,Closed Lost,22,44925.69
OPP_0782,BD_007,SR_012,2024-05-17,,Open,Proposal,87,55207.31
OPP_0783,BD_018,SR_019,2024-07-09,2024-09-09,Closed Lost,Closed Lost,28,46360.01
OPP_0784,BD_002,SR_014,2024-08-10,2024-09-22,Closed Won,Closed Won,2,169220.2
OPP_0785,BD_004,SR_023,2023-06-18,,Open,Qualification,49,92946.53
OPP_0786,BD_018,SR_014,2023-01-22,2023-02-27,Closed Lost,Closed Lost,6,19432.44
OPP_0787,BD_010,SR_014,2023-12-09,2024-03-28,Closed Lost,Closed Lost,29,31684.25
OPP_0788,BD_002,SR_004,2024-08-30,2024-11-07,Closed Lost,Closed Lost,28,34628.75
OPP_0789,BD_016,SR_001,2023-02-05,2023-03-23,Closed Lost,Closed Lost,14,30536.7
OPP_0790,BD_013,SR_020,2024-06-30,,Open,Qualification,33,44380.0
OPP_0791,BD_010,SR_002,2024-03-24,,Open,Qualification,28,66805.69
OPP_0792,BD_005,SR_016,2023-09-04,2024-01-03,Closed Won,Closed Won,4,34915.27
OPP_0793,BD_010,SR_010,2023-06-08,,Open,Qualification,7,94107.29
OPP_0794,BD_001,SR_015,2023-04-11,,Open,Qualification,58,44355.92
OPP_0795,BD_001,SR_020,2023-09-18,2023-11-21,Closed Lost,Closed Lost,13,61082.66
OPP_0796,BD_011,SR_003,2023-10-13,,Open,Negotiation,61,105966.51
OPP_0797,BD_017,SR_007,2024-02-19,2024-05-04,Closed Won,Closed Won,11,43406.44
OPP_0798,BD_011,SR_020,2024-04-27,,Open,Qualification,39,68136.76
OPP_0799,BD_003,SR_018,2024-09-08,2024-11-21,Closed Won,Closed Won,27,23340.45
OPP_0800,BD_002,SR_005,2023-06-30,,Open,Negotiation,12,22639.27
OPP_0801,BD_005,SR_008,2024-11-10,2025-03-07,Closed Won,Closed Won,13,55597.93
OPP_0802,BD_005,SR_020,2023-09-30,2023-12-25,Closed Won,Closed Won,17,27606.43
OPP_0803,BD_004,SR_007,2023-12-01,,Open,Negotiation,106,51997.79
OPP_0804,BD_006,SR_005,2023-11-27,,Open,Qualification,11,22905.18
OPP_0805,BD_003,SR_007,2024-10-17,,Open,Proposal,95,45435.39
OPP_0806,BD_007,SR_012,2024-05-17,,Open,Proposal,87,55207.31
OPP_0807,BD_002,SR_013,2023-01-10,,Open,Proposal,89,53362.44
OPP_0808,BD_017,SR_015,2024-04-20,,Open,Proposal,2,43006.65
OPP_0809,BD_010,SR_020,2024-11-06,2025-04-11,Closed Won,Closed Won,5,23613.43
OPP_0810,BD_005,SR_001,2023-01-27,,Open,Qualification,102,67867.12
OPP_0811,BD_004,SR_014,2023-04-21,,Open,Qualification,1,48914.71
OPP_0812,BD_016,SR_019,2024-12-19,2025-05-27,Closed Lost,Closed Lost,12,32982.01
OPP_0813,BD_008,SR_003,2023-05-19,2023-10-18,Closed Won,Closed Won,2,16960.17
OPP_0814,BD_009,SR_023,2023-05-16,,Open,Proposal,98,79453.76
OPP_0815,BD_005,SR_010,2024-11-26,2025-05-02,Closed Lost,Closed Lost,11,39423.01
OPP_0816,BD_016,SR_003,2024-06-10,,Open,Proposal,105,118464.91
OPP_0817,BD_002,SR_013,2023-01-10,,Open,Proposal,89,53362.44
OPP_0818,BD_017,SR_003,2024-08-17,2024-12-21,Closed Lost,Closed Lost,28,23839.78
OPP_0819,BD_004,SR_009,2024-01-31,,Open,Negotiation,18,11861.95
OPP_0820,BD_018,SR_012,2024-01-11,2024-06-12,Closed Lost,Closed Lost,6,25778.69
OPP_0821,BD_014,SR_002,2023-05-28,2023-09-30,Closed Won,Closed Won,28,74618.79
OPP_0822,BD_013,SR_013,2023-01-26,,Open,Qualification,75,10643.97
OPP_0823,BD_003,SR_001,2023-08-11,,Open,Proposal,24,46781.19
OPP_0824,BD_010,SR_022,2023-03-01,,Open,Qualification,99,53057.15
OPP_0825,BD_007,SR_003,2024-01-24,,Open,Qualification,18,13081.27
OPP_0826,BD_007,SR_012,2024-05-17,,Open,Proposal,87,55207.31
OPP_0827,BD_013,SR_009,2023-07-23,2023-09-28,Closed Won,Closed Won,10,38283.6
OPP_0828,BD_002,SR_012,2023-11-14,,Open,Negotiation,69,26617.76
OPP_0829,BD_017,SR_014,2023-03-30,,Open,Qualification,13,13098.21
OPP_0830,BD_017,SR_020,2023-01-24,,Open,Qualification,116,33393.73
OPP_0831,BD_007,SR_015,2024-02-05,2024-03-31,Closed Lost,Closed Lost,10,63385.17
OPP_0832,BD_006,SR_013,2023-03-30,2023-05-05,Closed Lost,Closed Lost,18,49379.76
OPP_0833,BD_018,SR_018,2023-03-22,,Open,Proposal,70,88519.2
OPP_0834,BD_016,SR_006,2023-06-11,,Open,Qualification,61,93087.15
OPP_0835,BD_011,SR_011,2023-06-04,,Open,Qualification,20,90667.96
OPP_0836,BD_003,SR_006,2024-05-08,2024-07-03,Closed Won,Closed Won,3,83361.6
OPP_0837,BD_016,SR_001,2023-02-05,2023-03-23,Closed Lost,Closed Lost,14,30536.7
OPP_0838,BD_002,SR_012,2023-11-14,,Open,Negotiation,69,26617.76
OPP_0839,BD_004,SR_001,2024-09-19,,Open,Qualification,13,37219.03
OPP_0840,BD_013,SR_001,2023-12-09,2024-04-30,Closed Lost,Closed Lost,2,17530.47
OPP_0841,BD_001,SR_005,2024-12-21,2025-01-23,Closed Won,Closed Won,26,25624.53
OPP_0842,BD_009,SR_017,2023-11-21,2024-04-10,Closed Won,Closed Won,3,56984.04
OPP_0843,BD_009,SR_002,2024-10-18,2025-04-06,Closed Lost,Closed Lost,4,76854.17
OPP_0844,BD_018,SR_020,2023-12-19,2024-04-16,Closed Lost,Closed Lost,23,99218.94
OPP_0845,BD_005,SR_020,2023-09-30,2023-12-25,Closed Won,Closed Won,17,27606.43
OPP_0846,BD_002,SR_017,2023-12-29,2024-06-25,Closed Won,Closed Won,27,50408.13
OPP_0847,BD_010,SR_005,2023-06-14,,Open,Qualification,3,36642.52
OPP_0848,BD_014,SR_016,2023-01-25,2023-07-22,Closed Lost,Closed Lost,8,61680.25
OPP_0849,BD_011,SR_010,2024-03-11,2024-07-14,Closed Lost,Closed Lost,25,208200.08
OPP_0850,BD_003,SR_015,2023-12-12,2024-02-02,Closed Lost,Closed Lost,17,65521.66
OPP_0851,BD_010,SR_012,2023-10-04,,Open,Qualification,74,73625.02
OPP_0852,BD_010,SR_006,2023-03-10,2023-08-19,Closed Lost,Closed Lost,12,24565.25
OPP_0853,BD_005,SR_015,2024-07-18,,Open,Qualification,18,123643.96
OPP_0854,BD_007,SR_005,2023-06-09,2023-07-30,Closed Lost,Closed Lost,2,27410.21
OPP_0855,BD_018,SR_001,2024-05-17,2024-08-13,Closed Won,Closed Won,1,64348.8
OPP_0856,BD_005,SR_022,2024-12-11,2025-03-02,Closed Lost,Closed Lost,28,41134.48
OPP_0857,BD_001,SR_018,2023-06-19,2023-09-24,Closed Won,Closed Won,8,57077.79
OPP_0858,BD_008,SR_011,2024-11-30,2025-03-04,Closed Lost,Closed Lost,3,49866.87
OPP_0859,BD_012,SR_017,2024-08-05,2024-09-25,Closed Won,Closed Won,24,40401.24
OPP_0860,BD_018,SR_013,2024-04-03,,Open,Negotiation,111,16106.27
OPP_0861,BD_006,SR_011,2023-03-17,,Open,Qualification,16,45283.42
OPP_0862,BD_003,SR_018,2024-09-08,2024-11-21,Closed Won,Closed Won,27,23340.45
OPP_0863,BD_005,SR_017,2023-01-14,,Open,Proposal,15,21915.77
OPP_0864,BD_018,SR_008,2024-09-25,,Open,Proposal,12,54545.64
OPP_0865,BD_009,SR_007,2023-08-11,,Open,Negotiation,61,76913.8
OPP_0866,BD_012,SR_003,2024-08-12,2024-12-23,Closed Won,Closed Won,22,32649.54
OPP_0867,BD_017,SR_015,2024-04-20,,Open,Proposal,2,43006.65
OPP_0868,BD_003,SR_011,2024-08-13,2024-12-16,Closed Lost,Closed Lost,11,29006.63
OPP_0869,BD_015,SR_001,2024-02-21,2024-06-11,Closed Lost,Closed Lost,20,37009.57
OPP_0870,BD_016,SR_016,2023-06-25,2023-10-02,Closed Won,Closed Won,13,43574.49
OPP_0871,BD_012,SR_019,2023-08-09,,Open,Qualification,68,59984.17
OPP_0872,BD_001,SR_013,2023-01-20,,Open,Qualification,19,54510.94
OPP_0873,BD_007,SR_005,2023-06-09,2023-07-30,Closed Lost,Closed Lost,2,27410.21
OPP_0874,BD_013,SR_010,2024-06-10,,Open,Qualification,47,67115.4
OPP_0875,BD_011,SR_016,2023-08-02,,Open,Negotiation,27,106504.6
OPP_0876,BD_013,SR_022,2023-08-21,2024-02-03,Closed Lost,Closed Lost,10,28321.83
OPP_0877,BD_001,SR_022,2023-08-04,2024-01-24,Closed Won,Closed Won,4,22559.19
OPP_0878,BD_010,SR_020,2024-11-06,2025-04-11,Closed Won,Closed Won,5,23613.43
OPP_0879,BD_003,SR_022,2024-02-21,,Open,Qualification,70,27412.4
OPP_0880,BD_005,SR_020,2023-09-30,2023-12-25,Closed Won,Closed Won,17,27606.43
OPP_0881,BD_010,SR_004,2024-12-18,2025-03-16,Closed Lost,Closed Lost,23,50444.16
OPP_0882,BD_011,SR_003,2023-10-13,,Open,Negotiation,61,105966.51
OPP_0883,BD_018,SR_022,2024-08-17,,Open,Negotiation,54,65718.21
OPP_0884,BD_010,SR_021,2024-05-04,2024-07-14,Closed Lost,Closed Lost,15,45079.15
OPP_0885,BD_014,SR_011,2023-10-18,,Open,Proposal,118,23025.53
OPP_0886,BD_006,SR_016,2023-06-30,2023-08-21,Closed Won,Closed Won,6,266419.79
OPP_0887,BD_018,SR_020,2023-12-19,2024-04-16,Closed Lost,Closed Lost,23,99218.94
OPP_0888,BD_004,SR_022,2024-10-01,,Open,Qualification,58,111552.52
OPP_0889,BD_015,SR_011,2024-02-16,,Open,Negotiation,39,26026.03
OPP_0890,BD_011,SR_015,2023-04-24,,Open,Negotiation,28,75043.85
OPP_0891,BD_003,SR_016,2024-07-28,2024-10-07,Closed Lost,Closed Lost,11,65647.78
OPP_0892,BD_013,SR_009,2023-07-23,2023-09-28,Closed Won,Closed Won,10,38283.6
OPP_0893,BD_006,SR_022,2024-08-15,,Open,Qualification,39,90505.41
OPP_0894,BD_017,SR_023,2023-09-28,2024-03-18,Closed Won,Closed Won,16,83305.2
OPP_0895,BD_004,SR_007,2023-12-01,,Open,Negotiation,106,51997.79
OPP_0896,BD_003,SR_016,2024-07-28,2024-10-07,Closed Lost,Closed Lost,11,65647.78
OPP_0897,BD_013,SR_009,2023-07-23,2023-09-28,Closed Won,Closed Won,10,38283.6
OPP_0898,BD_016,SR_016,2023-06-25,2023-10-02,Closed Won,Closed Won,13,43574.49
OPP_0899,BD_001,SR_011,2024-10-12,2025-03-09,Closed Lost,Closed Lost,22,31724.84
OPP_0900,BD_018,SR_011,2023-11-22,2024-03-14,Closed Lost,Closed Lost,15,91876.24
OPP_0901,BD_009,SR_011,2024-05-14,2024-10-31,Closed Lost,Closed Lost,3,20719.43
OPP_0902,BD_017,SR_011,2024-08-15,2025-01-11,Closed Won,Closed Won,21,65503.22
OPP_0903,BD_014,SR_012,2023-11-13,2024-04-17,Closed Won,Closed Won,20,90581.19
OPP_0904,BD_014,SR_001,2024-07-07,2024-11-07,Closed Won,Closed Won,1,32990.94
OPP_0905,BD_005,SR_021,2023-09-05,,Open,Qualification,18,90782.91
OPP_0906,BD_008,SR_020,2024-03-13,,Open,Proposal,92,63374.27
OPP_0907,BD_014,SR_014,2024-11-12,2025-01-16,Closed Lost,Closed Lost,20,82406.07
